fips,year,wuiClass,variable,value
6039,2019,5,num houses,3276
6039,2019,6,num houses,16742
6039,2019,7,num houses,34602
6039,2019,total,num houses,55730
6041,1975,1,num houses,18
6041,1975,2,num houses,0
6041,1975,3,num houses,76
6041,1975,4,num houses,0
6041,1975,5,num houses,661
6041,1975,6,num houses,4692
6041,1975,7,num houses,68944
6041,1975,total,num houses,74391
6041,1985,1,num houses,18
6041,1985,2,num houses,0
6041,1985,3,num houses,78
6041,1985,4,num houses,0
6041,1985,5,num houses,732
6041,1985,6,num houses,5090
6041,1985,7,num houses,76579
6041,1985,total,num houses,82497
6041,1995,1,num houses,18
6041,1995,2,num houses,0
6041,1995,3,num houses,81
6041,1995,4,num houses,0
6041,1995,5,num houses,247
6041,1995,6,num houses,5984
6041,1995,7,num houses,83690
6041,1995,total,num houses,90020
6041,2005,1,num houses,18
6041,2005,2,num houses,0
6041,2005,3,num houses,82
6041,2005,4,num houses,0
6041,2005,5,num houses,250
6041,2005,6,num houses,6239
6041,2005,7,num houses,88617
6041,2005,total,num houses,95206
6041,2015,1,num houses,18
6041,2015,2,num houses,0
6041,2015,3,num houses,82
6041,2015,4,num houses,0
6041,2015,5,num houses,255
6041,2015,6,num houses,6354
6041,2015,7,num houses,90511
6041,2015,total,num houses,97220
6041,2019,1,num houses,18
6041,2019,2,num houses,0
6041,2019,3,num houses,82
6041,2019,4,num houses,0
6041,2019,5,num houses,255
6041,2019,6,num houses,6371
6041,2019,7,num houses,90719
6041,2019,total,num houses,97445
6043,1975,1,num houses,30
6043,1975,2,num houses,39
6043,1975,3,num houses,357
6043,1975,4,num houses,757
6043,1975,5,num houses,2050
6043,1975,6,num houses,10400
6043,1975,7,num houses,0
6043,1975,total,num houses,13633
6043,1985,1,num houses,30
6043,1985,2,num houses,39
6043,1985,3,num houses,358
6043,1985,4,num houses,757
6043,1985,5,num houses,2050
6043,1985,6,num houses,10446
6043,1985,7,num houses,0
6043,1985,total,num houses,13680
6043,1995,1,num houses,30
6043,1995,2,num houses,39
6043,1995,3,num houses,363
6043,1995,4,num houses,757
6043,1995,5,num houses,2050
6043,1995,6,num houses,10511
6043,1995,7,num houses,0
6043,1995,total,num houses,13750
6043,2005,1,num houses,30
6043,2005,2,num houses,39
6043,2005,3,num houses,366
6043,2005,4,num houses,757
6043,2005,5,num houses,2050
6043,2005,6,num houses,10548
6043,2005,7,num houses,0
6043,2005,total,num houses,13790
6043,2015,1,num houses,30
6043,2015,2,num houses,39
6043,2015,3,num houses,367
6043,2015,4,num houses,757
6043,2015,5,num houses,2050
6043,2015,6,num houses,10569
6043,2015,7,num houses,0
6043,2015,total,num houses,13812
6043,2019,1,num houses,30
6043,2019,2,num houses,39
6043,2019,3,num houses,367
6043,2019,4,num houses,757
6043,2019,5,num houses,2050
6043,2019,6,num houses,10569
6043,2019,7,num houses,0
6043,2019,total,num houses,13812
6045,1975,1,num houses,37
6045,1975,2,num houses,76
6045,1975,3,num houses,603
6045,1975,4,num houses,3678
6045,1975,5,num houses,11106
6045,1975,6,num houses,14014
6045,1975,7,num houses,21430
6045,1975,total,num houses,50944
6045,1985,1,num houses,37
6045,1985,2,num houses,76
6045,1985,3,num houses,603
6045,1985,4,num houses,3681
6045,1985,5,num houses,11106
6045,1985,6,num houses,14014
6045,1985,7,num houses,21430
6045,1985,total,num houses,50947
6045,1995,1,num houses,37
6045,1995,2,num houses,76
6045,1995,3,num houses,603
6045,1995,4,num houses,3683
6045,1995,5,num houses,11106
6045,1995,6,num houses,14014
6045,1995,7,num houses,21430
6045,1995,total,num houses,50949
6045,2005,1,num houses,37
6045,2005,2,num houses,76
6045,2005,3,num houses,603
6045,2005,4,num houses,3684
6045,2005,5,num houses,11106
6045,2005,6,num houses,14014
6045,2005,7,num houses,21430
6045,2005,total,num houses,50950
6045,2015,1,num houses,37
6045,2015,2,num houses,76
6045,2015,3,num houses,603
6045,2015,4,num houses,3685
6045,2015,5,num houses,11106
6045,2015,6,num houses,14014
6045,2015,7,num houses,21430
6045,2015,total,num houses,50951
6045,2019,1,num houses,37
6045,2019,2,num houses,76
6045,2019,3,num houses,603
6045,2019,4,num houses,3685
6045,2019,5,num houses,11106
6045,2019,6,num houses,14014
6045,2019,7,num houses,21430
6045,2019,total,num houses,50951
6047,1975,1,num houses,0
6047,1975,2,num houses,42
6047,1975,3,num houses,706
6047,1975,4,num houses,1543
6047,1975,5,num houses,3633
6047,1975,6,num houses,14364
6047,1975,7,num houses,29815
6047,1975,total,num houses,50103
6047,1985,1,num houses,0
6047,1985,2,num houses,42
6047,1985,3,num houses,610
6047,1985,4,num houses,1664
6047,1985,5,num houses,3754
6047,1985,6,num houses,15791
6047,1985,7,num houses,35393
6047,1985,total,num houses,57254
6047,1995,1,num houses,0
6047,1995,2,num houses,42
6047,1995,3,num houses,613
6047,1995,4,num houses,1691
6047,1995,5,num houses,3346
6047,1995,6,num houses,18886
6047,1995,7,num houses,42589
6047,1995,total,num houses,67167
6047,2005,1,num houses,0
6047,2005,2,num houses,42
6047,2005,3,num houses,619
6047,2005,4,num houses,1506
6047,2005,5,num houses,3616
6047,2005,6,num houses,21545
6047,2005,7,num houses,52195
6047,2005,total,num houses,79523
6047,2015,1,num houses,0
6047,2015,2,num houses,42
6047,2015,3,num houses,620
6047,2015,4,num houses,1528
6047,2015,5,num houses,3670
6047,2015,6,num houses,16877
6047,2015,7,num houses,64568
6047,2015,total,num houses,87305
6047,2019,1,num houses,0
6047,2019,2,num houses,42
6047,2019,3,num houses,620
6047,2019,4,num houses,1528
6047,2019,5,num houses,3670
6047,2019,6,num houses,16948
6047,2019,7,num houses,65707
6047,2019,total,num houses,88515
6049,1975,1,num houses,253
6049,1975,2,num houses,206
6049,1975,3,num houses,459
6049,1975,4,num houses,326
6049,1975,5,num houses,0
6049,1975,6,num houses,0
6049,1975,7,num houses,0
6049,1975,total,num houses,1244
6049,1985,1,num houses,266
6049,1985,2,num houses,209
6049,1985,3,num houses,375
6049,1985,4,num houses,469
6049,1985,5,num houses,0
6049,1985,6,num houses,0
6049,1985,7,num houses,0
6049,1985,total,num houses,1319
6049,1995,1,num houses,270
6049,1995,2,num houses,209
6049,1995,3,num houses,377
6049,1995,4,num houses,508
6049,1995,5,num houses,0
6049,1995,6,num houses,0
6049,1995,7,num houses,0
6049,1995,total,num houses,1364
6049,2005,1,num houses,274
6049,2005,2,num houses,215
6049,2005,3,num houses,379
6049,2005,4,num houses,313
6049,2005,5,num houses,205
6049,2005,6,num houses,0
6049,2005,7,num houses,0
6049,2005,total,num houses,1386
6049,2015,1,num houses,276
6049,2015,2,num houses,216
6049,2015,3,num houses,382
6049,2015,4,num houses,319
6049,2015,5,num houses,212
6049,2015,6,num houses,0
6049,2015,7,num houses,0
6049,2015,total,num houses,1405
6049,2019,1,num houses,277
6049,2019,2,num houses,216
6049,2019,3,num houses,382
6049,2019,4,num houses,320
6049,2019,5,num houses,212
6049,2019,6,num houses,0
6049,2019,7,num houses,0
6049,2019,total,num houses,1407
6051,1975,1,num houses,430
6051,1975,2,num houses,366
6051,1975,3,num houses,288
6051,1975,4,num houses,877
6051,1975,5,num houses,1606
6051,1975,6,num houses,7181
6051,1975,7,num houses,3411
6051,1975,total,num houses,14159
6051,1985,1,num houses,417
6051,1985,2,num houses,352
6051,1985,3,num houses,275
6051,1985,4,num houses,1120
6051,1985,5,num houses,1827
6051,1985,6,num houses,8421
6051,1985,7,num houses,4113
6051,1985,total,num houses,16525
6051,1995,1,num houses,425
6051,1995,2,num houses,370
6051,1995,3,num houses,303
6051,1995,4,num houses,1008
6051,1995,5,num houses,1186
6051,1995,6,num houses,10044
6051,1995,7,num houses,4292
6051,1995,total,num houses,17628
6051,2005,1,num houses,432
6051,2005,2,num houses,385
6051,2005,3,num houses,222
6051,2005,4,num houses,778
6051,2005,5,num houses,1708
6051,2005,6,num houses,10748
6051,2005,7,num houses,4587
6051,2005,total,num houses,18860
6051,2015,1,num houses,439
6051,2015,2,num houses,347
6051,2015,3,num houses,283
6051,2015,4,num houses,607
6051,2015,5,num houses,1999
6051,2015,6,num houses,11002
6051,2015,7,num houses,5159
6051,2015,total,num houses,19836
6051,2019,1,num houses,439
6051,2019,2,num houses,347
6051,2019,3,num houses,283
6051,2019,4,num houses,607
6051,2019,5,num houses,1999
6051,2019,6,num houses,11002
6051,2019,7,num houses,5163
6051,2019,total,num houses,19840
6053,1975,1,num houses,155
6053,1975,2,num houses,152
6053,1975,3,num houses,902
6053,1975,4,num houses,3918
6053,1975,5,num houses,4056
6053,1975,6,num houses,18566
6053,1975,7,num houses,61024
6053,1975,total,num houses,88773
6053,1985,1,num houses,158
6053,1985,2,num houses,120
6053,1985,3,num houses,981
6053,1985,4,num houses,3912
6053,1985,5,num houses,4513
6053,1985,6,num houses,22663
6053,1985,7,num houses,68806
6053,1985,total,num houses,101153
6053,1995,1,num houses,161
6053,1995,2,num houses,127
6053,1995,3,num houses,925
6053,1995,4,num houses,3752
6053,1995,5,num houses,4265
6053,1995,6,num houses,19304
6053,1995,7,num houses,85065
6053,1995,total,num houses,113599
6053,2005,1,num houses,162
6053,2005,2,num houses,129
6053,2005,3,num houses,939
6053,2005,4,num houses,3641
6053,2005,5,num houses,4200
6053,2005,6,num houses,19342
6053,2005,7,num houses,97481
6053,2005,total,num houses,125894
6053,2015,1,num houses,164
6053,2015,2,num houses,132
6053,2015,3,num houses,951
6053,2015,4,num houses,3709
6053,2015,5,num houses,4410
6053,2015,6,num houses,17579
6053,2015,7,num houses,103233
6053,2015,total,num houses,130178
6053,2019,1,num houses,164
6053,2019,2,num houses,132
6053,2019,3,num houses,954
6053,2019,4,num houses,3711
6053,2019,5,num houses,4424
6053,2019,6,num houses,17607
6053,2019,7,num houses,103881
6053,2019,total,num houses,130873
6055,1975,1,num houses,0
6055,1975,2,num houses,65
6055,1975,3,num houses,74
6055,1975,4,num houses,272
6055,1975,5,num houses,1419
6055,1975,6,num houses,10551
6055,1975,7,num houses,21988
6055,1975,total,num houses,34369
6055,1985,1,num houses,0
6055,1985,2,num houses,65
6055,1985,3,num houses,74
6055,1985,4,num houses,303
6055,1985,5,num houses,1003
6055,1985,6,num houses,12500
6055,1985,7,num houses,25480
6055,1985,total,num houses,39425
6055,1995,1,num houses,0
6055,1995,2,num houses,65
6055,1995,3,num houses,75
6055,1995,4,num houses,323
6055,1995,5,num houses,1131
6055,1995,6,num houses,14671
6055,1995,7,num houses,28165
6055,1995,total,num houses,44430
6055,2005,1,num houses,0
6055,2005,2,num houses,65
6055,2005,3,num houses,76
6055,2005,4,num houses,341
6055,2005,5,num houses,1183
6055,2005,6,num houses,13366
6055,2005,7,num houses,33333
6055,2005,total,num houses,48364
6055,2015,1,num houses,0
6055,2015,2,num houses,65
6055,2015,3,num houses,77
6055,2015,4,num houses,349
6055,2015,5,num houses,1231
6055,2015,6,num houses,14664
6055,2015,7,num houses,34680
6055,2015,total,num houses,51066
6055,2019,1,num houses,0
6055,2019,2,num houses,65
6055,2019,3,num houses,77
6055,2019,4,num houses,349
6055,2019,5,num houses,1231
6055,2019,6,num houses,14668
6055,2019,7,num houses,34707
6055,2019,total,num houses,51097
6057,1975,1,num houses,0
6057,1975,2,num houses,0
6057,1975,3,num houses,256
6057,1975,4,num houses,531
6057,1975,5,num houses,3250
6057,1975,6,num houses,17372
6057,1975,7,num houses,10617
6057,1975,total,num houses,32026
6057,1985,1,num houses,0
6057,1985,2,num houses,0
6057,1985,3,num houses,158
6057,1985,4,num houses,661
6057,1985,5,num houses,2003
6057,1985,6,num houses,15557
6057,1985,7,num houses,26683
6057,1985,total,num houses,45062
6057,1995,1,num houses,0
6057,1995,2,num houses,0
6057,1995,3,num houses,159
6057,1995,4,num houses,669
6057,1995,5,num houses,1577
6057,1995,6,num houses,16834
6057,1995,7,num houses,36807
6057,1995,total,num houses,56046
6057,2005,1,num houses,0
6057,2005,2,num houses,0
6057,2005,3,num houses,159
6057,2005,4,num houses,684
6057,2005,5,num houses,1607
6057,2005,6,num houses,19004
6057,2005,7,num houses,41967
6057,2005,total,num houses,63421
6057,2015,1,num houses,0
6057,2015,2,num houses,0
6057,2015,3,num houses,159
6057,2015,4,num houses,689
6057,2015,5,num houses,1635
6057,2015,6,num houses,19757
6057,2015,7,num houses,43952
6057,2015,total,num houses,66192
6057,2019,1,num houses,0
6057,2019,2,num houses,0
6057,2019,3,num houses,159
6057,2019,4,num houses,689
6057,2019,5,num houses,1637
6057,2019,6,num houses,19840
6057,2019,7,num houses,44267
6057,2019,total,num houses,66592
6059,1975,1,num houses,0
6059,1975,2,num houses,0
6059,1975,3,num houses,0
6059,1975,4,num houses,273
6059,1975,5,num houses,732
6059,1975,6,num houses,995
6059,1975,7,num houses,602460
6059,1975,total,num houses,604460
6059,1985,1,num houses,0
6059,1985,2,num houses,0
6059,1985,3,num houses,0
6059,1985,4,num houses,285
6059,1985,5,num houses,904
6059,1985,6,num houses,1391
6059,1985,7,num houses,736382
6059,1985,total,num houses,738962
6059,1995,1,num houses,0
6059,1995,2,num houses,0
6059,1995,3,num houses,0
6059,1995,4,num houses,174
6059,1995,5,num houses,292
6059,1995,6,num houses,2481
6059,1995,7,num houses,843411
6059,1995,total,num houses,846358
6059,2005,1,num houses,0
6059,2005,2,num houses,0
6059,2005,3,num houses,0
6059,2005,4,num houses,0
6059,2005,5,num houses,524
6059,2005,6,num houses,2903
6059,2005,7,num houses,919345
6059,2005,total,num houses,922772
6059,2015,1,num houses,0
6059,2015,2,num houses,0
6059,2015,3,num houses,0
6059,2015,4,num houses,0
6059,2015,5,num houses,545
6059,2015,6,num houses,2920
6059,2015,7,num houses,948777
6059,2015,total,num houses,952242
6059,2019,1,num houses,0
6059,2019,2,num houses,0
6059,2019,3,num houses,0
6059,2019,4,num houses,0
6059,2019,5,num houses,545
6059,2019,6,num houses,2920
6059,2019,7,num houses,948790
6059,2019,total,num houses,952255
6061,1975,1,num houses,8
6061,1975,2,num houses,0
6061,1975,3,num houses,507
6061,1975,4,num houses,237
6061,1975,5,num houses,2498
6061,1975,6,num houses,12104
6061,1975,7,num houses,63285
6061,1975,total,num houses,78639
6061,1985,1,num houses,8
6061,1985,2,num houses,0
6061,1985,3,num houses,510
6061,1985,4,num houses,242
6061,1985,5,num houses,1723
6061,1985,6,num houses,13608
6061,1985,7,num houses,78134
6061,1985,total,num houses,94225
6061,1995,1,num houses,8
6061,1995,2,num houses,0
6061,1995,3,num houses,510
6061,1995,4,num houses,243
6061,1995,5,num houses,1327
6061,1995,6,num houses,13578
6061,1995,7,num houses,99313
6061,1995,total,num houses,114979
6061,2005,1,num houses,8
6061,2005,2,num houses,0
6061,2005,3,num houses,520
6061,2005,4,num houses,243
6061,2005,5,num houses,869
6061,2005,6,num houses,11244
6061,2005,7,num houses,141408
6061,2005,total,num houses,154292
6061,2015,1,num houses,8
6061,2015,2,num houses,0
6061,2015,3,num houses,521
6061,2015,4,num houses,243
6061,2015,5,num houses,888
6061,2015,6,num houses,11907
6061,2015,7,num houses,162803
6061,2015,total,num houses,176370
6061,2019,1,num houses,8
6061,2019,2,num houses,0
6061,2019,3,num houses,521
6061,2019,4,num houses,243
6061,2019,5,num houses,890
6061,2019,6,num houses,8982
6061,2019,7,num houses,171557
6061,2019,total,num houses,182201
6063,1975,1,num houses,127
6063,1975,2,num houses,263
6063,1975,3,num houses,936
6063,1975,4,num houses,1801
6063,1975,5,num houses,4604
6063,1975,6,num houses,13653
6063,1975,7,num houses,0
6063,1975,total,num houses,21384
6063,1985,1,num houses,127
6063,1985,2,num houses,215
6063,1985,3,num houses,914
6063,1985,4,num houses,1798
6063,1985,5,num houses,5024
6063,1985,6,num houses,15315
6063,1985,7,num houses,0
6063,1985,total,num houses,23393
6063,1995,1,num houses,127
6063,1995,2,num houses,215
6063,1995,3,num houses,927
6063,1995,4,num houses,1417
6063,1995,5,num houses,5676
6063,1995,6,num houses,13145
6063,1995,7,num houses,3065
6063,1995,total,num houses,24572
6063,2005,1,num houses,127
6063,2005,2,num houses,215
6063,2005,3,num houses,939
6063,2005,4,num houses,1424
6063,2005,5,num houses,5475
6063,2005,6,num houses,11187
6063,2005,7,num houses,6374
6063,2005,total,num houses,25741
6063,2015,1,num houses,127
6063,2015,2,num houses,216
6063,2015,3,num houses,845
6063,2015,4,num houses,1532
6063,2015,5,num houses,5146
6063,2015,6,num houses,11956
6063,2015,7,num houses,6680
6063,2015,total,num houses,26502
6063,2019,1,num houses,127
6063,2019,2,num houses,216
6063,2019,3,num houses,845
6063,2019,4,num houses,1532
6063,2019,5,num houses,5150
6063,2019,6,num houses,11972
6063,2019,7,num houses,6705
6063,2019,total,num houses,26547
6065,1975,1,num houses,373
6065,1975,2,num houses,571
6065,1975,3,num houses,1073
6065,1975,4,num houses,1099
6065,1975,5,num houses,5707
6065,1975,6,num houses,9821
6065,1975,7,num houses,8664
6065,1975,total,num houses,27308
6065,1985,1,num houses,366
6065,1985,2,num houses,605
6065,1985,3,num houses,1082
6065,1985,4,num houses,1173
6065,1985,5,num houses,3086
6065,1985,6,num houses,17022
6065,1985,7,num houses,8893
6065,1985,total,num houses,32227
6065,1995,1,num houses,315
6065,1995,2,num houses,545
6065,1995,3,num houses,713
6065,1995,4,num houses,1950
6065,1995,5,num houses,3151
6065,1995,6,num houses,22595
6065,1995,7,num houses,9113
6065,1995,total,num houses,38382
6065,2005,1,num houses,280
6065,2005,2,num houses,519
6065,2005,3,num houses,723
6065,2005,4,num houses,1828
6065,2005,5,num houses,2453
6065,2005,6,num houses,29004
6065,2005,7,num houses,11360
6065,2005,total,num houses,46167
6065,2015,1,num houses,291
6065,2015,2,num houses,492
6065,2015,3,num houses,748
6065,2015,4,num houses,1425
6065,2015,5,num houses,3820
6065,2015,6,num houses,32167
6065,2015,7,num houses,11399
6065,2015,total,num houses,50342
6065,2019,1,num houses,291
6065,2019,2,num houses,493
6065,2019,3,num houses,755
6065,2019,4,num houses,1431
6065,2019,5,num houses,3907
6065,2019,6,num houses,32581
6065,2019,7,num houses,11427
6065,2019,total,num houses,50885
6067,1975,1,num houses,0
6067,1975,2,num houses,0
6067,1975,3,num houses,154
6067,1975,4,num houses,135
6067,1975,5,num houses,2279
6067,1975,6,num houses,15435
6067,1975,7,num houses,213499
6067,1975,total,num houses,231502
6067,1985,1,num houses,0
6067,1985,2,num houses,0
6067,1985,3,num houses,161
6067,1985,4,num houses,159
6067,1985,5,num houses,1529
6067,1985,6,num houses,15143
6067,1985,7,num houses,292819
6067,1985,total,num houses,309811
6067,1995,1,num houses,0
6067,1995,2,num houses,0
6067,1995,3,num houses,163
6067,1995,4,num houses,169
6067,1995,5,num houses,1091
6067,1995,6,num houses,14697
6067,1995,7,num houses,369612
6067,1995,total,num houses,385732
6067,2005,1,num houses,0
6067,2005,2,num houses,0
6067,2005,3,num houses,163
6067,2005,4,num houses,178
6067,2005,5,num houses,1120
6067,2005,6,num houses,15708
6067,2005,7,num houses,438199
6067,2005,total,num houses,455368
6067,2015,1,num houses,0
6067,2015,2,num houses,0
6067,2015,3,num houses,163
6067,2015,4,num houses,187
6067,2015,5,num houses,1138
6067,2015,6,num houses,14023
6067,2015,7,num houses,471211
6067,2015,total,num houses,486722
6067,2019,1,num houses,0
6067,2019,2,num houses,0
6067,2019,3,num houses,164
6067,2019,4,num houses,187
6067,2019,5,num houses,1139
6067,2019,6,num houses,14106
6067,2019,7,num houses,474686
6067,2019,total,num houses,490282
6069,1975,1,num houses,10
6069,1975,2,num houses,75
6069,1975,3,num houses,1634
6069,1975,4,num houses,1148
6069,1975,5,num houses,637
6069,1975,6,num houses,5284
6069,1975,7,num houses,9711
6069,1975,total,num houses,18499
6069,1985,1,num houses,10
6069,1985,2,num houses,75
6069,1985,3,num houses,1638
6069,1985,4,num houses,1150
6069,1985,5,num houses,642
6069,1985,6,num houses,5825
6069,1985,7,num houses,10223
6069,1985,total,num houses,19563
6069,1995,1,num houses,10
6069,1995,2,num houses,75
6069,1995,3,num houses,1642
6069,1995,4,num houses,1155
6069,1995,5,num houses,653
6069,1995,6,num houses,6143
6069,1995,7,num houses,11200
6069,1995,total,num houses,20878
6069,2005,1,num houses,11
6069,2005,2,num houses,75
6069,2005,3,num houses,1656
6069,2005,4,num houses,1192
6069,2005,5,num houses,663
6069,2005,6,num houses,6543
6069,2005,7,num houses,12707
6069,2005,total,num houses,22847
6069,2015,1,num houses,11
6069,2015,2,num houses,75
6069,2015,3,num houses,1659
6069,2015,4,num houses,1197
6069,2015,5,num houses,666
6069,2015,6,num houses,6675
6069,2015,7,num houses,12885
6069,2015,total,num houses,23168
6069,2019,1,num houses,11
6069,2019,2,num houses,75
6069,2019,3,num houses,1659
6069,2019,4,num houses,1197
6069,2019,5,num houses,666
6069,2019,6,num houses,6707
6069,2019,7,num houses,12885
6069,2019,total,num houses,23200
6071,1975,1,num houses,188
6071,1975,2,num houses,5629
6071,1975,3,num houses,8209
6071,1975,4,num houses,6710
6071,1975,5,num houses,10398
6071,1975,6,num houses,108151
6071,1975,7,num houses,336409
6071,1975,total,num houses,475694
6071,1985,1,num houses,191
6071,1985,2,num houses,5635
6071,1985,3,num houses,8173
6071,1985,4,num houses,6694
6071,1985,5,num houses,10449
6071,1985,6,num houses,112922
6071,1985,7,num houses,429484
6071,1985,total,num houses,573548
6071,1995,1,num houses,180
6071,1995,2,num houses,5675
6071,1995,3,num houses,7931
6071,1995,4,num houses,7131
6071,1995,5,num houses,9271
6071,1995,6,num houses,114453
6071,1995,7,num houses,553223
6071,1995,total,num houses,697864
6071,2005,1,num houses,180
6071,2005,2,num houses,5645
6071,2005,3,num houses,7728
6071,2005,4,num houses,7528
6071,2005,5,num houses,8820
6071,2005,6,num houses,111356
6071,2005,7,num houses,631236
6071,2005,total,num houses,772493
6071,2015,1,num houses,180
6071,2015,2,num houses,5648
6071,2015,3,num houses,7655
6071,2015,4,num houses,7707
6071,2015,5,num houses,8853
6071,2015,6,num houses,111347
6071,2015,7,num houses,686721
6071,2015,total,num houses,828111
6071,2019,1,num houses,180
6071,2019,2,num houses,5648
6071,2019,3,num houses,7655
6071,2019,4,num houses,7707
6071,2019,5,num houses,8854
6071,2019,6,num houses,111404
6071,2019,7,num houses,689519
6071,2019,total,num houses,830967
6073,1975,1,num houses,99
6073,1975,2,num houses,205
6073,1975,3,num houses,475
6073,1975,4,num houses,1979
6073,1975,5,num houses,8136
6073,1975,6,num houses,38854
6073,1975,7,num houses,594588
6073,1975,total,num houses,644336
6073,1985,1,num houses,99
6073,1985,2,num houses,160
6073,1985,3,num houses,562
6073,1985,4,num houses,2039
6073,1985,5,num houses,7562
6073,1985,6,num houses,36592
6073,1985,7,num houses,746466
6073,1985,total,num houses,793480
6073,1995,1,num houses,100
6073,1995,2,num houses,161
6073,1995,3,num houses,482
6073,1995,4,num houses,1840
6073,1995,5,num houses,7904
6073,1995,6,num houses,35908
6073,1995,7,num houses,910017
6073,1995,total,num houses,956412
6073,2005,1,num houses,101
6073,2005,2,num houses,162
6073,2005,3,num houses,486
6073,2005,4,num houses,1867
6073,2005,5,num houses,8243
6073,2005,6,num houses,36095
6073,2005,7,num houses,1011307
6073,2005,total,num houses,1058261
6073,2015,1,num houses,101
6073,2015,2,num houses,162
6073,2015,3,num houses,486
6073,2015,4,num houses,1880
6073,2015,5,num houses,8243
6073,2015,6,num houses,36220
6073,2015,7,num houses,1011318
6073,2015,total,num houses,1058410
6073,2019,1,num houses,101
6073,2019,2,num houses,162
6073,2019,3,num houses,486
6073,2019,4,num houses,1880
6073,2019,5,num houses,8243
6073,2019,6,num houses,36229
6073,2019,7,num houses,1011318
6073,2019,total,num houses,1058419
6075,1975,1,num houses,0
6075,1975,2,num houses,0
6075,1975,3,num houses,0
6075,1975,4,num houses,0
6075,1975,5,num houses,0
6075,1975,6,num houses,0
6075,1975,7,num houses,156749
6075,1975,total,num houses,156749
6075,1985,1,num houses,0
6075,1985,2,num houses,0
6075,1985,3,num houses,0
6075,1985,4,num houses,0
6075,1985,5,num houses,0
6075,1985,6,num houses,0
6075,1985,7,num houses,165108
6075,1985,total,num houses,165108
6075,1995,1,num houses,0
6075,1995,2,num houses,0
6075,1995,3,num houses,0
6075,1995,4,num houses,0
6075,1995,5,num houses,0
6075,1995,6,num houses,0
6075,1995,7,num houses,174348
6075,1995,total,num houses,174348
6075,2005,1,num houses,0
6075,2005,2,num houses,0
6075,2005,3,num houses,0
6075,2005,4,num houses,0
6075,2005,5,num houses,0
6075,2005,6,num houses,0
6075,2005,7,num houses,187937
6075,2005,total,num houses,187937
6075,2015,1,num houses,0
6075,2015,2,num houses,0
6075,2015,3,num houses,0
6075,2015,4,num houses,0
6075,2015,5,num houses,0
6075,2015,6,num houses,0
6075,2015,7,num houses,197680
6075,2015,total,num houses,197680
6075,2019,1,num houses,0
6075,2019,2,num houses,0
6075,2019,3,num houses,0
6075,2019,4,num houses,0
6075,2019,5,num houses,0
6075,2019,6,num houses,0
6075,2019,7,num houses,199765
6075,2019,total,num houses,199765
6077,1975,1,num houses,0
6077,1975,2,num houses,0
6077,1975,3,num houses,81
6077,1975,4,num houses,814
6077,1975,5,num houses,2605
6077,1975,6,num houses,16696
6077,1975,7,num houses,85461
6077,1975,total,num houses,105657
6077,1985,1,num houses,0
6077,1985,2,num houses,0
6077,1985,3,num houses,82
6077,1985,4,num houses,835
6077,1985,5,num houses,2394
6077,1985,6,num houses,20060
6077,1985,7,num houses,110017
6077,1985,total,num houses,133388
6077,1995,1,num houses,0
6077,1995,2,num houses,0
6077,1995,3,num houses,82
6077,1995,4,num houses,860
6077,1995,5,num houses,1306
6077,1995,6,num houses,24620
6077,1995,7,num houses,136011
6077,1995,total,num houses,162879
6077,2005,1,num houses,0
6077,2005,2,num houses,0
6077,2005,3,num houses,83
6077,2005,4,num houses,679
6077,2005,5,num houses,1618
6077,2005,6,num houses,17039
6077,2005,7,num houses,183004
6077,2005,total,num houses,202423
6077,2015,1,num houses,0
6077,2015,2,num houses,0
6077,2015,3,num houses,83
6077,2015,4,num houses,694
6077,2015,5,num houses,1658
6077,2015,6,num houses,14968
6077,2015,7,num houses,205231
6077,2015,total,num houses,222634
6077,2019,1,num houses,0
6077,2019,2,num houses,0
6077,2019,3,num houses,83
6077,2019,4,num houses,695
6077,2019,5,num houses,1661
6077,2019,6,num houses,15071
6077,2019,7,num houses,207823
6077,2019,total,num houses,225333
6079,1975,1,num houses,61
6079,1975,2,num houses,82
6079,1975,3,num houses,1806
6079,1975,4,num houses,2062
6079,1975,5,num houses,5041
6079,1975,6,num houses,23432
6079,1975,7,num houses,60271
6079,1975,total,num houses,92755
6079,1985,1,num houses,61
6079,1985,2,num houses,82
6079,1985,3,num houses,1722
6079,1985,4,num houses,2227
6079,1985,5,num houses,5203
6079,1985,6,num houses,18525
6079,1985,7,num houses,81759
6079,1985,total,num houses,109579
6079,1995,1,num houses,61
6079,1995,2,num houses,83
6079,1995,3,num houses,1634
6079,1995,4,num houses,1837
6079,1995,5,num houses,4700
6079,1995,6,num houses,20071
6079,1995,7,num houses,98536
6079,1995,total,num houses,126922
6079,2005,1,num houses,61
6079,2005,2,num houses,84
6079,2005,3,num houses,1544
6079,2005,4,num houses,1799
6079,2005,5,num houses,4169
6079,2005,6,num houses,23653
6079,2005,7,num houses,109827
6079,2005,total,num houses,141137
6079,2015,1,num houses,61
6079,2015,2,num houses,90
6079,2015,3,num houses,1549
6079,2015,4,num houses,1821
6079,2015,5,num houses,4313
6079,2015,6,num houses,22332
6079,2015,7,num houses,118298
6079,2015,total,num houses,148464
6079,2019,1,num houses,61
6079,2019,2,num houses,90
6079,2019,3,num houses,1550
6079,2019,4,num houses,1821
6079,2019,5,num houses,4336
6079,2019,6,num houses,22531
